outlet	date	title	PUBL	COUNTRY	PUBDATE	PUBWEEK	count_ebolasurvivor	count_ebolavictim	count_liberia	count_guinea	count_sierraleone	count_westafrica	count_teresaromero	count_teresaromero ramos	count_spanish	count_spain	count_spanishnurse	count_excalibur	count_carlosiii hospital	count_thomaseric duncan	count_texaspresbyterian hospital	count_dallas	count_texas	count_ambervinson	count_emoryhospital	count_emoryuniversity hospital	count_dallasnurse	count_ninapham	count_nihclinical center	count_bethesda,maryland	count_kentbrantly	count_craigspencer	count_bellevuehospital	count_newyork doctor	count_willpooley	count_williampooley	count_pooley	count_britishnurse	count_britishebola victim	count_royalfree hospital	count_nancywritebol	count_ricksacra	count_ashokamukpo	count_cameraman	count_british-americannbc cameraman	count_martinsalia”	count_“universityof nebraska medical center	count_nebraskamedical center	count_leipzig	count_unworker	count_germanaid worker	count_stgeorg clinic	count_iancrozier	count_miguelpajares	count_brotherpajares	count_brothershospitallers of st. john of god	count_manuelgarcía viejo	count_manuelviejo	count_garciaviejo	count_garcíaviejo	count_sanjuan de dios	count_frenchnurse	count_frenchmedical worker	count_frenchaid worker	count_frenchun worker	count_frenchun employee	count_frenchunited nations worker	count_frenchunited nations employee	count_beginmilitary hospital	count_hospitalbegin	count_whoemployee	count_whoworker	count_worldhealth organisation worker	count_worldhealth organisation employee	count_worldhealth organization worker	count_worldhealth organization employee	count_hamburg	count_timowolf	count_frankfurt	count_norwegianwoman	count_norwegianvictim	count_msfworker	count_msfemployee
The Guardian (London) - Final Edition 	October 20, 2014 Monday 	Journal: Opinion: Ebola: a proxy for American conservatives' hatred of Obama: The virus is a metaphor for all the right loathes, and puts the president's policies under renewed attack 	[UK] The Guardian	UK	2014-10-20	42	0	0	1	1	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 20, 2014 Monday 	'I just want to get back to work' - Ebola survivor Pooley returns to Sierra Leone: Decision was easy despite family's fears, says Briton: Nurse fears indifference to Africans' plight will return 	[UK] The Guardian	UK	2014-10-20	42	0	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 20, 2014 Monday 	Nurse 'has beaten virus' 	[UK] The Guardian	UK	2014-10-20	42	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 20, 2014 Monday 	All-clear for cruise ship fails to quell row over US response to virus 	[UK] The Guardian	UK	2014-10-20	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 20, 2014 Monday 	G2: The unending economic crisis makes us feel powerless - and with paralysis comes paranoia 	[UK] The Guardian	UK	2014-10-20	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 20, 2014 Monday 	Journal: Letter: The bigger questions about Ebola outbreak 	[UK] The Guardian	UK	2014-10-20	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 20, 2014 Monday 	Journal: Letter: The bigger questions about Ebola outbreak 	[UK] The Guardian	UK	2014-10-20	42	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 20, 2014 Monday 	Journal: Letter: The bigger questions about Ebola outbreak 	[UK] The Guardian	UK	2014-10-20	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 20, 2014 Monday 	Journal: Letter: The bigger questions about Ebola outbreak 	[UK] The Guardian	UK	2014-10-20	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 20, 2014 	Ghanaian President Fulfills Pledge 	[LI] The Inquirer	LI	2014-10-20	42	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 20, 2014 	'More Than Me' Rescues Caldwell in Ebola Fight 	[LI] The Inquirer	LI	2014-10-20	42	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 20, 2014 	Ellen's Letter to the World Through the BBC Radio [document] 	[LI] The Inquirer	LI	2014-10-20	42	0	0	6	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 20, 2014 	50 Cuban Doctors to Join Ebola Fight 	[LI] The Inquirer	LI	2014-10-20	42	0	0	9	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 20, 2014 	NEC Releases Final Listing Today 	[LI] The Inquirer	LI	2014-10-20	42	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 20, 2014 	Minister Ngafuan Provides Update On Donation to Liberia 	[LI] The Inquirer	LI	2014-10-20	42	0	0	5	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 20, 2014 	Helping Liberia to Resume Normal Medical Services [editorial] 	[LI] The Inquirer	LI	2014-10-20	42	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 20, 2014 	Anti-Ebola Fight Intensifies 	[LI] The Inquirer	LI	2014-10-20	42	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Inquirer (Monrovia) 	October 20, 2014 	Africa's Richest Man to Assist Liberia Fight Ebola 	[LI] The Inquirer	LI	2014-10-20	42	0	0	11	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	October 19, 2014 	Denying Ellen Sweeping Power Necessary 	[LI] The Analyst	LI	2014-10-19	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	October 19, 2014 	Pres. Sirleaf Pricks World Attention 	[LI] The Analyst	LI	2014-10-19	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	October 19, 2014 	Africa's Richest Man, to Assist Liberia Fight Ebola 	[LI] The Analyst	LI	2014-10-19	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	October 19, 2014 	New Ebola Drug in Town 	[LI] The Analyst	LI	2014-10-19	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	October 19, 2014 	30,000 Govt Workers' Fate in Limbo 	[LI] The Analyst	LI	2014-10-19	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	October 19, 2014 	Ebola Cases Chase 10,000, WHO's October 17 Response Update Says 	[LI] The Analyst	LI	2014-10-19	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analyst 	October 19, 2014 	Ebola Fight Beyond Political Lines - Bassa Belt Unifies Bassa's Ebola Battle 	[LI] The Analyst	LI	2014-10-19	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAIL ON SUNDAY (London) 	October 19, 2014 Sunday 	3,000 UK TROOPS IN GERM WARFARE-STYLE EBOLA BLOCKADE PLAN 	[UK] The Daily Mail	UK	2014-10-19	42	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	October 18, 2014 Saturday 	PM ASKS BRUSSELS FOR £800M TO FIGHT EBOLA 	[UK] The Daily Mail	UK	2014-10-18	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 1; National Edition 	Troubled City trio ready for Spurs, says Pellegrini; BARCLAYS PREMIER LEAGUE 	[UK] The Telegraph	UK	2014-10-18	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 1; National Edition 	Carnival steadies after Ebola scare; Market report 	[UK] The Telegraph	UK	2014-10-18	41	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 1; National Edition 	Population growth, not Ebola, is biggest threat to Africa; Letters to the Editor 	[UK] The Telegraph	UK	2014-10-18	41	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 1; National Edition 	'Without a vaccine I'm not sure we can stop Ebola'; The Belgian scientist who co-discovered the virus never anticipated that it would cause such a humanitarian crisis, he tells Michael Hanlon 	[UK] The Telegraph	UK	2014-10-18	41	0	0	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 2; National Edition 	Ebola screening widens amid 'biggest threat in a generation' 	[UK] The Telegraph	UK	2014-10-18	41	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 2; National Edition 	Carnival steadies after Ebola scare; Market report 	[UK] The Telegraph	UK	2014-10-18	41	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 2; National Edition 	'Without a vaccine I'm not sure we * can stop Ebola'; The Belgian scientist who co-discovered the virus never anticipated that it would cause such a humanitarian crisis, he tells Michael Hanlon 	[UK] The Telegraph	UK	2014-10-18	41	0	0	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 18, 2014 Saturday 	Saturday: Opinion: Isis and Ebola: the twin threats that reveal our impotence: In our sense of terror, both feed each other. But from airports to airstrikes, the response is ineffective 	[UK] The Guardian	UK	2014-10-18	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 18, 2014 Saturday 	Front: World warned: increase Ebola action or face scourge like HIV: Blame game erupts over funds shortfall: US loses patience with China and Russia 	[UK] The Guardian	UK	2014-10-18	41	0	0	1	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 18, 2014 Saturday 	Saturday: Loose canon: Big pharma has an interest in rich people being unwell 	[UK] The Guardian	UK	2014-10-18	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 18, 2014 Saturday 	Ebola: Let us pray ... but sanitise your hands first: As the epidemic tightens its grip, a frightened population turns to religion for succour 	[UK] The Guardian	UK	2014-10-18	41	0	0	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 18, 2014 Saturday 	Ebola: Analysis: China and Russia - world leaders at not pulling their weight 	[UK] The Guardian	UK	2014-10-18	41	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) - Final Edition 	October 18, 2014 Saturday 	Ebola: Ebola 'hysteria' in west could be hampering nursing call up 	[UK] The Guardian	UK	2014-10-18	41	0	0	3	0	5	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 18, 2014 Saturday 	Isis and Ebola: the twin threats that reveal our impotence Jonathan Freedland: In our sense of terror, both feed each other. But from airports to airstrikes, the response is ineffective 	[UK] The Guardian	UK	2014-10-18	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 18, 2014 Saturday 	World warned: increase Ebola action or face scourge like HIV: Blame game erupts over funds shortfall: US loses patience with China and Russia 	[UK] The Guardian	UK	2014-10-18	41	0	0	1	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 18, 2014 Saturday 	On This Day: Loose canon: Giles Fraser: Big pharma has an interest in rich people being unwell 	[UK] The Guardian	UK	2014-10-18	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 18, 2014 Saturday 	Let us pray ... but sanitise your hands first: As the epidemic tightens its grip, a frightened population turns to religion for succour 	[UK] The Guardian	UK	2014-10-18	41	0	0	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 18, 2014 Saturday 	Analysis China and Russia - world leaders at not pulling their weight 	[UK] The Guardian	UK	2014-10-18	41	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Guardian (London) 	October 18, 2014 Saturday 	Ebola 'hysteria' in west could be hampering nursing call up 	[UK] The Guardian	UK	2014-10-18	41	0	0	3	0	5	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	October 17, 2014 Friday 	AIR PASSENGER IN PROTECTIVE SUIT AS EBOLA FEARS START TO GRIP THE WEST 	[UK] The Daily Mail	UK	2014-10-17	41	0	0	3	0	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILY MAIL (London) 	October 17, 2014 Friday 	NEWCASTLE'S EBOLA FEARS 	[UK] The Daily Mail	UK	2014-10-17	41	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 1; National Edition 	You can join up the dots but still fail to find global economic answers; Business Comment 	[UK] The Telegraph	UK	2014-10-17	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 2; National Edition 	London Mining falls into s administration 	[UK] The Telegraph	UK	2014-10-17	41	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 1; National Edition 	HERE WE GO ALL OVER AGAIN...; As Europe teeters on the brink of another financial meltdown, Jeremy Warner explains why October is the time for storms 	[UK] The Telegraph	UK	2014-10-17	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 1; National Edition 	Ebola may be gruesome but it's not the biggest threat to Africa; Malaria has killed 70 times more people this year - eventhough it's very easy to prevent 	[UK] The Telegraph	UK	2014-10-17	41	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 1; National Edition 	US hospital apologises over Ebola 'chaos' 	[UK] The Telegraph	UK	2014-10-17	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 1; National Edition 	Health chiefs increase efforts to aid 15 African countries 	[UK] The Telegraph	UK	2014-10-17	41	0	0	3	1	1	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 2; National Edition 	US hospital apologises over Ebola 'chaos' 	[UK] The Telegraph	UK	2014-10-17	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
